id,:@computed_region_cbhk_fwbd,name,:@computed_region_nnqa_25f4,fall,geolocation_coordinates_1,geolocation_coordinates_2,geolocation_type,mass,nametype,recclass,reclat,reclong,year
10120,,Forest Vale,,Fell,146.85833,-33.35,Point,26000,Valid,H4,-33.350000,146.858330,1942-01-01T00:00:00.000
10123,40,Forksville,2839,Fell,-78.08333,36.78333,Point,6067,Valid,L6,36.783330,-78.083330,1924-01-01T00:00:00.000
10163,,Forsbach,,Fell,7.31667,50.95,Point,240,Valid,H6,50.950000,7.316670,1900-01-01T00:00:00.000
10164,31,Forsyth,1470,Fell,-83.96667,33.01667,Point,16300,Valid,L6,33.016670,-83.966670,1829-01-01T00:00:00.000
10166,,Fort Flatters,,Fell,7.0,28.25,Point,,Valid,Stone-uncl,28.250000,7.000000,1944-01-01T00:00:00.000
10177,29,Frankfort (stone),99,Fell,-87.83333,34.48333,Point,650,Valid,Howardite,34.483330,-87.833330,1868-01-01T00:00:00.000
52412,,Fuhe,,Fell,113.56694,31.47556,Point,23000,Valid,L5,31.475560,113.566940,1945-01-01T00:00:00.000
10836,,Fukutomi,,Fell,130.2,33.18333,Point,11620,Valid,L5,33.183330,130.200000,1882-01-01T00:00:00.000
10838,,Fünen,,Fell,10.33333,55.33333,Point,,Valid,Stone-uncl,55.333330,10.333330,1654-01-01T00:00:00.000
10839,,Futtehpur,,Fell,80.81667,25.95,Point,4000,Valid,L6,25.950000,80.816670,1822-01-01T00:00:00.000
10840,,Fuyang,,Fell,115.9,32.9,Point,2500,Valid,Stone-uncl,32.900000,115.900000,1977-01-01T00:00:00.000
10846,,Galapian,,Fell,0.4,44.3,Point,132.69999999999999,Valid,H6,44.300000,0.400000,1826-01-01T00:00:00.000
10848,,Galim (a),,Fell,12.43333,7.05,Point,36.1,Valid,LL6,7.050000,12.433330,1952-01-01T00:00:00.000
10849,,Galim (b),,Fell,12.43333,7.05,Point,28,Valid,EH3/4-an,7.050000,12.433330,1952-01-01T00:00:00.000
10850,,Galkiv,,Fell,30.78333,51.68333,Point,5000,Valid,H4,51.683330,30.783330,1995-01-01T00:00:00.000
10851,,Gambat,,Fell,68.53333,27.35,Point,6400,Valid,L6,27.350000,68.533330,1897-01-01T00:00:00.000
10854,,Gao-Guenie,,Fell,-2.18333,11.65,Point,,Valid,H5,11.650000,-2.183330,1960-01-01T00:00:00.000
10860,,Garhi Yasin,,Fell,68.53333,27.88333,Point,380,Valid,"Iron, IIE",27.883330,68.533330,1917-01-01T00:00:00.000
10861,13,Garland,2985,Fell,-112.13333,41.68333,Point,102,Valid,Diogenite-pm,41.683330,-112.133330,1950-01-01T00:00:00.000
44882,,Gashua,,Fell,11.03333,12.85,Point,4162,Valid,L6,12.850000,11.033330,1984-01-01T00:00:00.000
10866,,Gasseltepaoua,,Fell,-2.04167,14.15083,Point,,Valid,H5,14.150830,-2.041670,2000-01-01T00:00:00.000
10870,,Geidam,,Fell,11.91667,12.91667,Point,725,Valid,H5,12.916670,11.916670,1950-01-01T00:00:00.000
10914,,Gifu,,Fell,136.88333,35.53333,Point,14290,Valid,L6,35.533330,136.883330,1909-01-01T00:00:00.000
10917,,Girgenti,,Fell,13.56667,37.31667,Point,18000,Valid,L6,37.316670,13.566670,1853-01-01T00:00:00.000
10919,,Git-Git,,Fell,9.91667,9.6,Point,480,Valid,L6,9.600000,9.916670,1947-01-01T00:00:00.000
10923,,Glanerbrug,,Fell,6.86667,52.2,Point,670,Valid,L/LL5,52.200000,6.866670,1990-01-01T00:00:00.000
10924,,Glanggang,,Fell,107.7,-7.25,Point,1303,Valid,H5-6,-7.250000,107.700000,1939-01-01T00:00:00.000
10926,,Glasatovo,,Fell,37.61667,57.35,Point,152000,Valid,H4,57.350000,37.616670,1918-01-01T00:00:00.000
10930,,Glatton,,Fell,-0.3,52.45972,Point,767,Valid,L6,52.459720,-0.300000,1991-01-01T00:00:00.000
10936,,Gnadenfrei,,Fell,16.76667,50.66667,Point,1750,Valid,H5,50.666670,16.766670,1879-01-01T00:00:00.000
10948,,Gopalpur,,Fell,89.05,24.23333,Point,1600,Valid,H6,24.233330,89.050000,1865-01-01T00:00:00.000
10949,,Gorlovka,,Fell,38.08333,48.28333,Point,3618,Valid,H3.7,48.283330,38.083330,1974-01-01T00:00:00.000
10956,,Granes,,Fell,2.25,42.9,Point,9000,Valid,L6,42.900000,2.250000,1964-01-01T00:00:00.000
11196,,Grefsheim,,Fell,11.0,60.66667,Point,45.5,Valid,L5,60.666670,11.000000,1976-01-01T00:00:00.000
50911,,Grimsby,,Fell,-79.61667,43.2,Point,215,Valid,H5,43.200000,-79.616670,2009-01-01T00:00:00.000
11206,,Grosnaja,,Fell,45.38333,43.66667,Point,3500,Valid,CV3,43.666670,45.383330,1861-01-01T00:00:00.000
11207,,Gross-Divina,,Fell,18.71667,49.26667,Point,10500,Valid,H5,49.266670,18.716670,1837-01-01T00:00:00.000
11208,,Grossliebenthal,,Fell,30.58333,46.35,Point,8000,Valid,L6,46.350000,30.583330,1881-01-01T00:00:00.000
11426,,Grüneberg,,Fell,15.5,51.93333,Point,1000,Valid,H4,51.933330,15.500000,1841-01-01T00:00:00.000
11429,,Grzempach,,Fell,16.63333,52.86667,Point,690,Valid,H5,52.866670,16.633330,1910-01-01T00:00:00.000
11432,,Gualeguaychú,,Fell,-58.61667,-33.0,Point,22000,Valid,H6,-33.000000,-58.616670,1932-01-01T00:00:00.000
11435,,Guangmingshan,,Fell,122.76389,39.80417,Point,2910,Valid,H5,39.804170,122.763890,1996-01-01T00:00:00.000
11436,,Guangnan,,Fell,105.0,24.1,Point,,Valid,L6,24.100000,105.000000,1983-01-01T00:00:00.000
11437,,Guangrao,,Fell,118.4,37.1,Point,1900,Valid,L6,37.100000,118.400000,1980-01-01T00:00:00.000
11439,,Guareña,,Fell,-6.01667,38.73333,Point,39000,Valid,H6,38.733330,-6.016670,1892-01-01T00:00:00.000
11440,,Guêa,,Fell,20.23333,43.76667,Point,1915,Valid,Stone-uncl,43.766670,20.233330,1891-01-01T00:00:00.000
11442,,Guibga,,Fell,-0.68333,13.5,Point,288,Valid,L5,13.500000,-0.683330,1972-01-01T00:00:00.000
11443,,Guidder,,Fell,13.98333,9.91667,Point,968,Valid,LL5,9.916670,13.983330,1949-01-01T00:00:00.000
11448,,Gujargaon,,Fell,76.05,22.98333,Point,2449,Valid,H5,22.983330,76.050000,1982-01-01T00:00:00.000
11449,,Gujba,,Fell,11.65833,11.49167,Point,100000,Valid,CBa,11.491670,11.658330,1984-01-01T00:00:00.000
11450,,Gumoschnik,,Fell,24.7,42.9,Point,5700,Valid,H5,42.900000,24.700000,1904-01-01T00:00:00.000
11464,,Gurram Konda,,Fell,78.56667,13.78333,Point,28,Valid,L6,13.783330,78.566670,1814-01-01T00:00:00.000
11465,,Gursum,,Fell,42.41667,9.36667,Point,34650,Valid,H4/5,9.366670,42.416670,1981-01-01T00:00:00.000
11466,,Gütersloh,,Fell,8.38333,51.91667,Point,1000,Valid,H3/4,51.916670,8.383330,1851-01-01T00:00:00.000
11467,,Gyokukei,,Fell,127.5,35.0,Point,1320,Valid,OC,35.000000,127.500000,1930-01-01T00:00:00.000
11468,,Hachi-oji,,Fell,139.33333,35.65,Point,0.2,Valid,H?,35.650000,139.333330,1817-01-01T00:00:00.000
11472,,Hainaut,,Fell,3.73333,50.31667,Point,9000,Valid,H3-6,50.316670,3.733330,1934-01-01T00:00:00.000
11479,,Hallingeberg,,Fell,16.23333,57.81667,Point,1456,Valid,L3.4,57.816670,16.233330,1944-01-01T00:00:00.000
11485,35,Hamlet,1205,Fell,-86.6,41.38333,Point,3710,Valid,LL4,41.383330,-86.600000,1959-01-01T00:00:00.000
11824,,Haraiya,,Fell,82.53333,26.8,Point,1000,Valid,Eucrite-mmict,26.800000,82.533330,1878-01-01T00:00:00.000
11829,,Haripura,,Fell,75.78333,28.38333,Point,315,Valid,CM2,28.383330,75.783330,1921-01-01T00:00:00.000
11830,23,Harleton,2025,Fell,-94.51167,32.675,Point,8360,Valid,L6,32.675000,-94.511670,1961-01-01T00:00:00.000
11842,35,Harrison County,1855,Fell,-86.16667,38.25,Point,680,Valid,L6,38.250000,-86.166670,1859-01-01T00:00:00.000
11848,,Hashima,,Fell,136.70033,35.2945,Point,1110.5999999999999,Valid,H4,35.294500,136.700330,1910-01-01T00:00:00.000
11852,,Hassi-Jekna,,Fell,0.81667,28.95,Point,1250,Valid,"Iron, IAB-sHL",28.950000,0.816670,1890-01-01T00:00:00.000
11855,,Hatford,,Fell,-1.51667,51.65,Point,29000,Valid,Stone-uncl,51.650000,-1.516670,1628-01-01T00:00:00.000
11859,,Haverö,,Fell,22.06194,60.24556,Point,1544,Valid,Ureilite,60.245560,22.061940,1971-01-01T00:00:00.000
11869,,Hedeskoga,,Fell,13.78333,55.46667,Point,3500,Valid,H5,55.466670,13.783330,1922-01-01T00:00:00.000
11870,,Hedjaz,,Fell,35.66667,27.33333,Point,6100,Valid,L3.7-6,27.333330,35.666670,1910-01-01T00:00:00.000
11875,,Heredia,,Fell,-84.1,10.0,Point,1000,Valid,H5,10.000000,-84.100000,1857-01-01T00:00:00.000
11878,,Hessle,,Fell,17.66667,59.85,Point,20000,Valid,H5,59.850000,17.666670,1869-01-01T00:00:00.000
11883,,Higashi-koen,,Fell,130.43333,33.6,Point,750,Valid,H5,33.600000,130.433330,1897-01-01T00:00:00.000
11884,,High Possil,,Fell,-4.23333,55.9,Point,4500,Valid,L6,55.900000,-4.233330,1804-01-01T00:00:00.000
11889,,Hiroshima,,Fell,132.38333,34.45,Point,414,Valid,H5,34.450000,132.383330,2003-01-01T00:00:00.000
44714,,Hoima,,Fell,31.47278,1.345,Point,167.7,Valid,H6,1.345000,31.472780,2003-01-01T00:00:00.000
11893,,Hökmark,,Fell,21.2,64.43333,Point,305.5,Valid,L4,64.433330,21.200000,1954-01-01T00:00:00.000
11894,7,Holbrook,990,Fell,-110.18333,34.9,Point,220000,Valid,L/LL6,34.900000,-110.183330,1912-01-01T00:00:00.000
11895,,Holetta,,Fell,38.41667,9.06667,Point,1415,Valid,Stone-uncl,9.066670,38.416670,1923-01-01T00:00:00.000
11901,16,Homestead,284,Fell,-91.86667,41.8,Point,230000,Valid,L5,41.800000,-91.866670,1875-01-01T00:00:00.000
11904,4,Honolulu,1657,Fell,-157.86667,21.3,Point,2420,Valid,L5,21.300000,-157.866670,1825-01-01T00:00:00.000
11913,,Hotse,,Fell,115.5,35.66667,Point,180,Valid,L6,35.666670,115.500000,1956-01-01T00:00:00.000
11915,17,Hoxie,1293,Fell,-100.45,39.35,Point,266.10000000000002,Valid,OC,39.350000,-100.450000,1963-01-01T00:00:00.000
11916,,Hraschina,,Fell,16.33333,46.1,Point,49000,Valid,"Iron, IID",46.100000,16.333330,1751-01-01T00:00:00.000
54719,,Huaxi,,Fell,106.63241,26.46469,Point,1600,Valid,H5,26.464690,106.632410,2010-01-01T00:00:00.000
11986,,Hungen,,Fell,8.91667,50.3,Point,112,Valid,H6,50.300000,8.916670,1877-01-01T00:00:00.000
11989,,Hvittis,,Fell,22.68333,61.18333,Point,14000,Valid,EL6,61.183330,22.683330,1901-01-01T00:00:00.000
11992,,Ibbenbüren,,Fell,7.7,52.28333,Point,2000,Valid,Diogenite,52.283330,7.700000,1870-01-01T00:00:00.000
11993,,Ibitira,,Fell,-45.0,-20.0,Point,2500,Valid,Eucrite-mmict,-20.000000,-45.000000,1957-01-01T00:00:00.000
11994,,Ibrisim,,Fell,35.0,38.0,Point,,Valid,OC,38.000000,35.000000,1949-01-01T00:00:00.000
11995,,Ichkala,,Fell,82.93333,58.2,Point,3973,Valid,H6,58.200000,82.933330,1936-01-01T00:00:00.000
12000,,Idutywa,,Fell,28.33333,-32.1,Point,3457,Valid,H5,-32.100000,28.333330,1956-01-01T00:00:00.000
12003,,Iguaracu,,Fell,-51.83333,-23.2,Point,1200,Valid,H5,-23.200000,-51.833330,1977-01-01T00:00:00.000
12004,,Ijopega,,Fell,145.36667,-6.03333,Point,7330,Valid,H6,-6.033330,145.366670,1975-01-01T00:00:00.000
12027,,Indarch,,Fell,46.66667,39.75,Point,27000,Valid,EH4,39.750000,46.666670,1891-01-01T00:00:00.000
12028,18,Independence,525,Fell,-94.4,39.08333,Point,880,Valid,L6,39.083330,-94.400000,1917-01-01T00:00:00.000
12037,,Inner Mongolia,,Fell,112.0,41.0,Point,3000,Valid,L6,41.000000,112.000000,1963-01-01T00:00:00.000
12039,,Innisfree,,Fell,-111.3375,53.415,Point,4576,Valid,L5,53.415000,-111.337500,1977-01-01T00:00:00.000
12043,,Ipiranga,,Fell,-54.5,-25.5,Point,7000,Valid,H6,-25.500000,-54.500000,1972-01-01T00:00:00.000
12049,,Ishinga,,Fell,33.8,-8.93333,Point,1300,Valid,H,-8.933330,33.800000,1954-01-01T00:00:00.000
12053,,Isthilart,,Fell,-57.95,-31.18333,Point,3050,Valid,H5,-31.183330,-57.950000,1928-01-01T00:00:00.000
12056,,Itapicuru-Mirim,,Fell,-44.33333,-3.4,Point,2024,Valid,H5,-3.400000,-44.333330,1879-01-01T00:00:00.000
12058,,Itqiy,,Fell,-12.95217,26.59083,Point,4720,Valid,EH7-an,26.590830,-12.952170,1990-01-01T00:00:00.000
12063,,Ivuna,,Fell,32.43333,-8.41667,Point,704.5,Valid,CI1,-8.416670,32.433330,1938-01-01T00:00:00.000
12065,,Jackalsfontein,,Fell,21.9,-32.5,Point,48000,Valid,L6,-32.500000,21.900000,1903-01-01T00:00:00.000
12067,,Jajh deh Kot Lalu,,Fell,68.41667,26.75,Point,973,Valid,EL6,26.750000,68.416670,1926-01-01T00:00:00.000
12068,,Jalanash,,Fell,,,,700,Valid,Ureilite,,,1990-01-01T00:00:00.000
12069,,Jalandhar,,Fell,75.0,31.0,Point,1967,Valid,Iron,31.000000,75.000000,1621-01-01T00:00:00.000
12072,,Jamkheir,,Fell,75.33333,18.75,Point,22,Valid,H6,18.750000,75.333330,1866-01-01T00:00:00.000
12074,,Jartai,,Fell,105.8,39.7,Point,20500,Valid,L6,39.700000,105.800000,1979-01-01T00:00:00.000
12078,,Jelica,,Fell,20.44167,43.83333,Point,34000,Valid,LL6,43.833330,20.441670,1889-01-01T00:00:00.000
12079,,Jemlapur,,Fell,,,,450,Valid,L6,,,1901-01-01T00:00:00.000
51589,,Jesenice,,Fell,14.05217,46.42137,Point,3667,Valid,L6,46.421370,14.052170,2009-01-01T00:00:00.000
12085,,Jhung,,Fell,72.38333,31.3,Point,5900,Valid,L5,31.300000,72.383330,1873-01-01T00:00:00.000
12086,,Jiange,,Fell,104.91667,31.91667,Point,222,Valid,H5,31.916670,104.916670,1964-01-01T00:00:00.000
12087,,Jianshi,,Fell,109.5,30.80833,Point,600000,Valid,"Iron, IIIAB",30.808330,109.500000,1890-01-01T00:00:00.000
12171,,Jilin,,Fell,126.16667,44.05,Point,4000000,Valid,H5,44.050000,126.166670,1976-01-01T00:00:00.000
47362,,Jodiya,,Fell,70.31333,22.68,Point,100,Valid,L5,22.680000,70.313330,2006-01-01T00:00:00.000
12173,,Jodzie,,Fell,24.4,55.7,Point,30,Valid,Howardite,55.700000,24.400000,1877-01-01T00:00:00.000
12198,9,Johnstown,1072,Fell,-104.9,40.35,Point,40300,Valid,Diogenite,40.350000,-104.900000,1924-01-01T00:00:00.000
12199,,Jolomba,,Fell,15.83333,-11.85,Point,483,Valid,LL6,-11.850000,15.833330,1974-01-01T00:00:00.000
12202,,Jonzac,,Fell,-0.45,45.43333,Point,5000,Valid,Eucrite-mmict,45.433330,-0.450000,1819-01-01T00:00:00.000
12203,,Juancheng,,Fell,115.41667,35.5,Point,100000,Valid,H5,35.500000,115.416670,1997-01-01T00:00:00.000
12207,,Judesegeri,,Fell,76.8,12.85,Point,680,Valid,H6,12.850000,76.800000,1876-01-01T00:00:00.000
12209,,Jumapalo,,Fell,111.2,-7.71667,Point,32490,Valid,L6,-7.716670,111.200000,1984-01-01T00:00:00.000
12210,,Junan,,Fell,118.8,35.2,Point,950,Valid,L6,35.200000,118.800000,1976-01-01T00:00:00.000
12213,,Juromenha,,Fell,-7.27,38.74028,Point,25250,Valid,"Iron, IIIAB",38.740280,-7.270000,1968-01-01T00:00:00.000
12214,,Juvinas,,Fell,4.3,44.71667,Point,91000,Valid,Eucrite-mmict,44.716670,4.300000,1821-01-01T00:00:00.000
12218,,Kaba,,Fell,21.3,47.35,Point,3000,Valid,CV3,47.350000,21.300000,1857-01-01T00:00:00.000
12220,,Kabo,,Fell,8.21667,11.85,Point,13400,Valid,H4,11.850000,8.216670,1971-01-01T00:00:00.000
12221,,Kadonah,,Fell,78.33333,27.08333,Point,89,Valid,H6,27.083330,78.333330,1822-01-01T00:00:00.000
12222,,Kaee,,Fell,79.96667,27.25,Point,230,Valid,H5,27.250000,79.966670,1838-01-01T00:00:00.000
12227,,Kagarlyk,,Fell,30.83333,49.86667,Point,1900,Valid,L6,49.866670,30.833330,1908-01-01T00:00:00.000
12228,,Kaidun,,Fell,48.3,15.0,Point,2000,Valid,CR2,15.000000,48.300000,1980-01-01T00:00:00.000
12229,,Kainsaz,,Fell,53.25,55.43333,Point,200000,Valid,CO3.2,55.433330,53.250000,1937-01-01T00:00:00.000
12230,,Kakangari,,Fell,78.51667,12.38333,Point,350,Valid,K3,12.383330,78.516670,1890-01-01T00:00:00.000
12231,,Kakowa,,Fell,21.66667,45.13333,Point,577,Valid,L6,45.133330,21.666670,1858-01-01T00:00:00.000
12232,,Kalaba,,Fell,29.5,-6.83333,Point,950,Valid,H4,-6.833330,29.500000,1951-01-01T00:00:00.000
12236,,Kalumbi,,Fell,73.98333,17.83333,Point,4500,Valid,L6,17.833330,73.983330,1879-01-01T00:00:00.000
12238,,Kamalpur,,Fell,81.46667,26.03333,Point,2770,Valid,L6,26.033330,81.466670,1942-01-01T00:00:00.000
12240,,Kamiomi,,Fell,139.95667,36.04167,Point,448,Valid,H5,36.041670,139.956670,1913-01-01T00:00:00.000
12241,,Kamsagar,,Fell,75.8,14.18333,Point,1293,Valid,L6,14.183330,75.800000,1902-01-01T00:00:00.000
12243,,Kandahar (Afghanistan),,Fell,65.78333,31.6,Point,299,Valid,L6,31.600000,65.783330,1959-01-01T00:00:00.000
12245,,Kangean,,Fell,115.5,-7.0,Point,1630,Valid,H5,-7.000000,115.500000,1908-01-01T00:00:00.000
12246,,Kangra Valley,,Fell,76.3,32.08333,Point,400,Valid,H5,32.083330,76.300000,1897-01-01T00:00:00.000
12251,,Kapoeta,,Fell,33.63333,4.7,Point,11355,Valid,Howardite,4.700000,33.633330,1942-01-01T00:00:00.000
47357,,Kaprada,,Fell,73.22329,20.33916,Point,1600,Valid,L5/6,20.339160,73.223290,2004-01-01T00:00:00.000
12253,,Kaptal-Aryk,,Fell,73.36667,42.45,Point,3500,Valid,L6,42.450000,73.366670,1937-01-01T00:00:00.000
12256,,Karakol,,Fell,81.01667,47.21667,Point,3000,Valid,LL6,47.216670,81.016670,1840-01-01T00:00:00.000
12258,,Karatu,,Fell,35.58333,-3.5,Point,2220,Valid,LL6,-3.500000,35.583330,1963-01-01T00:00:00.000
12260,,Karewar,,Fell,7.15,12.9,Point,180,Valid,L6,12.900000,7.150000,1949-01-01T00:00:00.000
12262,,Karkh,,Fell,67.16667,27.8,Point,22000,Valid,L6,27.800000,67.166670,1905-01-01T00:00:00.000
12263,,Karloowala,,Fell,71.6,31.58333,Point,2950,Valid,L6,31.583330,71.600000,1955-01-01T00:00:00.000
12264,,Karoonda,,Fell,139.91667,-35.08333,Point,41730,Valid,CK4,-35.083330,139.916670,1930-01-01T00:00:00.000
12266,,Kasamatsu,,Fell,136.76667,35.36667,Point,710,Valid,H,35.366670,136.766670,1938-01-01T00:00:00.000
30740,,Kasauli,,Fell,77.58333,29.58333,Point,16820,Valid,H4,29.583330,77.583330,2003-01-01T00:00:00.000
35465,,Katagum,,Fell,10.08333,11.33333,Point,1500,Valid,L6,11.333330,10.083330,1999-01-01T00:00:00.000
47351,,Kavarpura,,Fell,75.81333,25.14333,Point,6800,Valid,"Iron, IIE-an",25.143330,75.813330,2006-01-01T00:00:00.000
12268,,Kayakent,,Fell,31.78,39.26333,Point,85000,Valid,"Iron, IIIAB",39.263330,31.780000,1961-01-01T00:00:00.000
12270,,Kediri,,Fell,112.01667,-7.75,Point,3300,Valid,L4,-7.750000,112.016670,1940-01-01T00:00:00.000
53654,,Kemer,,Fell,29.41822,36.54194,Point,5760,Valid,L4,36.541940,29.418220,2008-01-01T00:00:00.000
12275,23,Kendleton,3190,Fell,-96.0,29.45,Point,6937,Valid,L4,29.450000,-96.000000,1939-01-01T00:00:00.000
12276,,Kendrapara,,Fell,86.70278,20.4625,Point,6669.2,Valid,H4-5,20.462500,86.702780,2003-01-01T00:00:00.000
12282,,Kerilis,,Fell,-3.3,48.4,Point,5000,Valid,H5,48.400000,-3.300000,1874-01-01T00:00:00.000
12284,,Kernouve,,Fell,-3.08333,48.11667,Point,80000,Valid,H6,48.116670,-3.083330,1869-01-01T00:00:00.000
12286,,Kesen,,Fell,141.61667,38.98333,Point,135000,Valid,H4,38.983330,141.616670,1850-01-01T00:00:00.000
12288,,Khairpur,,Fell,72.3,29.53333,Point,13600,Valid,EL6,29.533330,72.300000,1873-01-01T00:00:00.000
12289,,Khanpur,,Fell,83.11667,25.55,Point,3698,Valid,LL5,25.550000,83.116670,1932-01-01T00:00:00.000
12291,,Kharkov,,Fell,35.075,50.625,Point,1500,Valid,L6,50.625000,35.075000,1787-01-01T00:00:00.000
12294,,Kheragur,,Fell,77.88333,26.95,Point,450,Valid,L6,26.950000,77.883330,1860-01-01T00:00:00.000
12296,,Khetri,,Fell,75.81667,28.01667,Point,100,Valid,H6,28.016670,75.816670,1867-01-01T00:00:00.000
12297,,Khmelevka,,Fell,75.33333,56.75,Point,6109,Valid,L5,56.750000,75.333330,1929-01-01T00:00:00.000
12298,,Khohar,,Fell,81.53333,25.1,Point,9700,Valid,L3.6,25.100000,81.533330,1910-01-01T00:00:00.000
12299,,Khor Temiki,,Fell,36.0,16.0,Point,3200,Valid,Aubrite,16.000000,36.000000,1932-01-01T00:00:00.000
12300,,Kidairat,,Fell,28.0,14.0,Point,100000,Valid,H6,14.000000,28.000000,1983-01-01T00:00:00.000
12301,,Kiel,,Fell,10.15,54.4,Point,737.6,Valid,L6,54.400000,10.150000,1962-01-01T00:00:00.000
12303,,Kiffa,,Fell,-11.33333,16.58333,Point,1500,Valid,H5,16.583330,-11.333330,1970-01-01T00:00:00.000
12305,,Kijima (1906),,Fell,138.38333,36.85,Point,331,Valid,Stone-uncl,36.850000,138.383330,1906-01-01T00:00:00.000
12306,,Kikino,,Fell,34.0,55.0,Point,195,Valid,H6,55.000000,34.000000,1809-01-01T00:00:00.000
12307,,Kilabo,,Fell,9.8,12.76667,Point,19000,Valid,LL6,12.766670,9.800000,2002-01-01T00:00:00.000
12308,41,Kilbourn,2971,Fell,-89.6,43.58333,Point,772,Valid,H5,43.583330,-89.600000,1911-01-01T00:00:00.000
12309,,Killeter,,Fell,-7.66667,54.66667,Point,140,Valid,H6,54.666670,-7.666670,1844-01-01T00:00:00.000
12316,,Kingai,,Fell,24.68333,11.63333,Point,67.400000000000006,Valid,H6,11.633330,24.683330,1967-01-01T00:00:00.000
12321,23,Kirbyville,2018,Fell,-95.95,30.75,Point,97.7,Valid,Eucrite-mmict,30.750000,-95.950000,1906-01-01T00:00:00.000
12325,,Kisvarsány,,Fell,22.30833,48.16667,Point,1550,Valid,L6,48.166670,22.308330,1914-01-01T00:00:00.000
12326,,Kitchener,,Fell,-80.38333,43.38333,Point,202.6,Valid,L6,43.383330,-80.383330,1998-01-01T00:00:00.000
12332,,Klein-Wenden,,Fell,10.8,51.6,Point,3250,Valid,H6,51.600000,10.800000,1843-01-01T00:00:00.000
12335,,Knyahinya,,Fell,22.4,48.9,Point,500000,Valid,L/LL5,48.900000,22.400000,1866-01-01T00:00:00.000
12336,,Kobe,,Fell,135.16667,34.73333,Point,136,Valid,CK4,34.733330,135.166670,1999-01-01T00:00:00.000
12342,,Kokubunji,,Fell,133.95,34.3,Point,11510,Valid,L6,34.300000,133.950000,1986-01-01T00:00:00.000
12343,,Komagome,,Fell,139.75,35.73333,Point,238,Valid,Iron,35.733330,139.750000,1926-01-01T00:00:00.000
12344,,Konovo,,Fell,26.16667,42.51667,Point,90,Valid,LL5,42.516670,26.166670,1931-01-01T00:00:00.000
53810,,Košice,,Fell,21.17633,48.76367,Point,4300,Valid,H5,48.763670,21.176330,2010-01-01T00:00:00.000
12353,,Krähenberg,,Fell,7.46472,49.32694,Point,16500,Valid,LL5,49.326940,7.464720,1869-01-01T00:00:00.000
12355,,Krasnoi-Ugol,,Fell,40.9,54.03333,Point,2440,Valid,L6,54.033330,40.900000,1829-01-01T00:00:00.000
12357,,Krasnyi Klyuch,,Fell,56.08333,54.33333,Point,4000,Valid,H5,54.333330,56.083330,1946-01-01T00:00:00.000
12363,,Krutikha,,Fell,77.0,56.8,Point,845.2,Valid,OC,56.800000,77.000000,1906-01-01T00:00:00.000
12364,,Krymka,,Fell,30.76667,47.83333,Point,50000,Valid,LL3.2,47.833330,30.766670,1946-01-01T00:00:00.000
12368,,Kukschin,,Fell,31.7,51.15,Point,2250,Valid,L6,51.150000,31.700000,1938-01-01T00:00:00.000
12369,,Kulak,,Fell,66.80222,30.73111,Point,453.6,Valid,L5,30.731110,66.802220,1961-01-01T00:00:00.000
12370,,Kuleschovka,,Fell,33.5,50.75,Point,6000,Valid,L6,50.750000,33.500000,1811-01-01T00:00:00.000
12373,,Kulp,,Fell,45.0,41.11667,Point,3719,Valid,H6,41.116670,45.000000,1906-01-01T00:00:00.000
12377,,Kunashak,,Fell,61.36667,55.78333,Point,200000,Valid,L6,55.783330,61.366670,1949-01-01T00:00:00.000
12379,,Kunya-Urgench,,Fell,59.2,42.25,Point,1100000,Valid,H5,42.250000,59.200000,1998-01-01T00:00:00.000
12381,,Kushiike,,Fell,138.38333,37.05,Point,4460,Valid,OC,37.050000,138.383330,1920-01-01T00:00:00.000
12382,,Kusiali,,Fell,78.38333,29.68333,Point,5,Valid,L6,29.683330,78.383330,1860-01-01T00:00:00.000
12383,,Kutais,,Fell,39.3,44.51667,Point,23,Valid,H5,44.516670,39.300000,1977-01-01T00:00:00.000
12384,,Kuttippuram,,Fell,76.03333,10.83333,Point,45000,Valid,L6,10.833330,76.033330,1914-01-01T00:00:00.000
12385,,Kuznetzovo,,Fell,75.33333,55.2,Point,4047,Valid,L6,55.200000,75.333330,1932-01-01T00:00:00.000
12390,,Kyushu,,Fell,130.63333,32.03333,Point,45000,Valid,L6,32.033330,130.633330,1886-01-01T00:00:00.000
12392,,La Bécasse,,Fell,1.75,47.08333,Point,2800,Valid,L6,47.083330,1.750000,1879-01-01T00:00:00.000
12394,,La Charca,,Fell,-101.28333,20.66667,Point,399,Valid,OC,20.666670,-101.283330,1878-01-01T00:00:00.000
12395,,La Colina,,Fell,-61.53333,-37.33333,Point,2000,Valid,H5,-37.333330,-61.533330,1924-01-01T00:00:00.000
12396,,La Criolla,,Fell,-58.16667,-31.23333,Point,45000,Valid,L6,-31.233330,-58.166670,1985-01-01T00:00:00.000
12408,,Laborel,,Fell,5.58333,44.28333,Point,3833,Valid,H5,44.283330,5.583330,1871-01-01T00:00:00.000
12433,,Lahrauli,,Fell,82.71667,26.78333,Point,900,Valid,Ureilite,26.783330,82.716670,1955-01-01T00:00:00.000
12434,,L'Aigle,,Fell,0.63333,48.76667,Point,37000,Valid,L6,48.766670,0.633330,1803-01-01T00:00:00.000
32531,,Cumulus Hills 04075,,Found,,,,9.6,Valid,Pallasite,,,2003-01-01T00:00:00.000
